mean_b1x,std_b1x,rms_b1x,kurtosis_b1x,flatness_b1x,mean_b1y,std_b1y,rms_b1y,kurtosis_b1y,flatness_b1y,mean_b4x,std_b4x,rms_b4x,kurtosis_b4x,flatness_b4x,mean_b4y,std_b4y,rms_b4y,kurtosis_b4y,flatness_b4y,index
-0.09459287109375,0.08112208481351546,0.12461381908219489,1.0691627552880787,0.42149369659106917,-0.093880126953125,0.07064816223878904,0.11749315326627814,3.0658835930955854,0.7071445612751829,-0.09096875,0.060084554678698415,0.10902048975995292,0.7902499085116994,0.5962647946708235,-0.094235205078125,0.06638000658537441,0.1152674244979501,1.8079901941922039,0.8045013522924256,0
-0.09490263671875,0.07951541832160738,0.12381119580648291,1.1615516080690735,0.4329872323251915,-0.09389111328125,0.0695290951852261,0.11683251358448447,2.0010160038230644,0.7188521587855862,-0.0912599609375,0.05941987858530362,0.1088995061577703,1.2347026296422179,0.5841491453607427,-0.08794619140625,0.0647443555631801,0.1092078942208678,1.8731890659103883,0.7836709358506424,1
-0.09618681640625,0.08021689203402925,0.125246370877438,0.9862855011841294,0.4259482745594045,-0.09586274414062498,0.06946373026938908,0.11838443959029993,1.9689512599196775,0.6963279463014578,-0.092596875,0.05996787461906688,0.11031920615239103,0.924708311156412,0.5839031942476745,-0.093106201171875,0.06525336662637964,0.11369593903361006,1.4296947985108819,0.7905119015950165,2
-0.095612744140625,0.08082454644654682,0.1251974606387471,1.034293509537969,0.4366540516084016,-0.09530654296874999,0.0712653524863384,0.11900456965031322,1.745369512099682,0.7026169724866683,-0.093484765625,0.059915339542099474,0.11103715286518405,0.6526669576826394,0.591187343903979,-0.09324399414062498,0.0663013840240154,0.11441291870587374,1.3781844935484138,0.785781473676005,3
-0.09588237304687501,0.08172865727368384,0.12598810610870922,1.094878105931298,0.4364473160061288,-0.09521850585937501,0.07184606659021978,0.11928294573231384,1.9704103978912233,0.7091319836817055,-0.10476884765625001,0.05860547787830058,0.12004629722137414,0.687222692847389,0.6075632077114796,-0.09304150390625,0.06540275190780022,0.11372880640475394,1.1280423344947472,0.7921698995419145,4
-0.09557329101562499,0.08131324281168492,0.1254834547345162,0.8877725171466064,0.43904244445163104,-0.09483818359375,0.07078646426035078,0.118342742024358,1.0375284236063091,0.7006003797304479,-0.018549267578125,0.06349368981973323,0.06614774353376973,0.6141699719688338,0.5890317671070022,-0.09225097656249999,0.06471112264191972,0.11268439142273655,1.2382990766703248,0.7883714776028407,5
-0.095951806640625,0.08022926238371189,0.12507391310834717,0.8999733665365781,0.4396000003175904,-0.0951931640625,0.07094270831753048,0.11872070732461229,1.2941793131865538,0.7007951511830678,-0.09992758789062499,0.058406325914895904,0.11574464017186985,0.8683107123762537,0.6061342284690032,-0.09289189453125,0.06492601959337162,0.11333266117869001,1.4840469164743642,0.795602240007792,6
-0.095882080078125,0.0808126414536745,0.12539559920040305,0.9381210258007915,0.4469066638215652,-0.09511757812499999,0.07180527898035785,0.1191778157117024,1.6677801564616024,0.7048519696335425,-0.056903320312500005,0.060295623680904686,0.08290687605775682,0.8074034248553663,0.5967197997776592,-0.092785498046875,0.06423132430609874,0.11284862280915028,1.5150450896740173,0.7992325037711374,7
-0.09476796875,0.08124640057757342,0.12482766323140276,0.9224247392182132,0.428100016936295,-0.094828173828125,0.07143537915968903,0.1187240327282797,1.5031285576925777,0.6918822969143378,-0.079500732421875,0.05982517090391225,0.09949581664219294,0.957007516301084,0.5912424396126909,-0.09246245117187499,0.06597457604134722,0.11358674905351801,1.220830107032623,0.7989247052742628,8
-0.09535458984375,0.08103763321143738,0.12513830668816506,0.6840056333647659,0.42706289154589394,-0.0956630859375,0.07127983452019926,0.11929895565474369,1.128121060730873,0.6984618505582451,-0.115056298828125,0.05868159418810618,0.12915680933069065,0.7561591373695737,0.604221206646545,-0.092962255859375,0.06527337263378707,0.11358958662418456,1.3222388292336138,0.7935025450229203,9
