mean_b4x,std_b4x,rms_b4x,kurtosis_b4x,flatness_b4x,mean_b4y,std_b4y,rms_b4y,kurtosis_b4y,flatness_b4y,b4_state
-0.09096875,0.060084554678698415,0.10902048975995292,0.7902499085116994,0.5962647946708235,-0.094235205078125,0.06638000658537441,0.1152674244979501,1.8079901941922039,0.8045013522924256,0
-0.0912599609375,0.05941987858530362,0.1088995061577703,1.2347026296422179,0.5841491453607427,-0.08794619140625,0.0647443555631801,0.1092078942208678,1.8731890659103883,0.7836709358506424,0
-0.092596875,0.05996787461906688,0.11031920615239103,0.924708311156412,0.5839031942476745,-0.093106201171875,0.06525336662637964,0.11369593903361006,1.4296947985108819,0.7905119015950165,0
-0.093484765625,0.059915339542099474,0.11103715286518405,0.6526669576826394,0.591187343903979,-0.09324399414062498,0.0663013840240154,0.11441291870587374,1.3781844935484138,0.785781473676005,0
-0.10476884765625001,0.05860547787830058,0.12004629722137414,0.687222692847389,0.6075632077114796,-0.09304150390625,0.06540275190780022,0.11372880640475394,1.1280423344947472,0.7921698995419145,0
-0.018549267578125,0.06349368981973323,0.06614774353376973,0.6141699719688338,0.5890317671070022,-0.09225097656249999,0.06471112264191972,0.11268439142273655,1.2382990766703248,0.7883714776028407,0
-0.09992758789062499,0.058406325914895904,0.11574464017186985,0.8683107123762537,0.6061342284690032,-0.09289189453125,0.06492601959337162,0.11333266117869001,1.4840469164743642,0.795602240007792,0
-0.056903320312500005,0.060295623680904686,0.08290687605775682,0.8074034248553663,0.5967197997776592,-0.092785498046875,0.06423132430609874,0.11284862280915028,1.5150450896740173,0.7992325037711374,0
-0.079500732421875,0.05982517090391225,0.09949581664219294,0.957007516301084,0.5912424396126909,-0.09246245117187499,0.06597457604134722,0.11358674905351801,1.220830107032623,0.7989247052742628,0
-0.115056298828125,0.05868159418810618,0.12915680933069065,0.7561591373695737,0.604221206646545,-0.092962255859375,0.06527337263378707,0.11358958662418456,1.3222388292336138,0.7935025450229203,0
-0.07744228515625,0.059235889579792006,0.09749973407415659,0.8080527098370713,0.5927532697836476,-0.09254765625,0.0663018419979365,0.11384640060049109,1.5207373215173217,0.7799164101796834,0
-0.091427685546875,0.05820683121685435,0.10838384051492927,0.67574170359803,0.6156778428721323,-0.09365859375,0.06623443319747827,0.1147123895846423,1.175094327920732,0.7864992603290492,0
-0.091812060546875,0.05867975588759368,0.10896223296578784,0.968683251539527,0.5972030456635408,-0.09278496093750002,0.06540496332046673,0.11352029863916409,1.4147457471166618,0.7836752772684684,0
