mean_b4x,std_b4x,kurtosis_b4x,flatness_b4x,mean_b4y,flatness_b4y,b4_state
-0.09096875,0.0600845546786984,0.7902499085116994,0.5962647946708235,-0.094235205078125,0.8045013522924256,0
-0.0912599609375,0.0594198785853036,1.234702629642218,0.5841491453607427,-0.08794619140625,0.7836709358506424,0
-0.092596875,0.0599678746190668,0.924708311156412,0.5839031942476745,-0.093106201171875,0.7905119015950165,0
-0.093484765625,0.0599153395420994,0.6526669576826394,0.591187343903979,-0.0932439941406249,0.785781473676005,0
-0.10476884765625,0.0586054778783005,0.687222692847389,0.6075632077114796,-0.09304150390625,0.7921698995419145,0
-0.018549267578125,0.0634936898197332,0.6141699719688338,0.5890317671070022,-0.0922509765624999,0.7883714776028407,0
-0.0999275878906249,0.0584063259148959,0.8683107123762537,0.6061342284690032,-0.09289189453125,0.795602240007792,0
-0.0569033203125,0.0602956236809046,0.8074034248553663,0.5967197997776592,-0.092785498046875,0.7992325037711374,0
-0.079500732421875,0.0598251709039122,0.957007516301084,0.5912424396126909,-0.0924624511718749,0.7989247052742628,0
-0.115056298828125,0.0586815941881061,0.7561591373695737,0.604221206646545,-0.092962255859375,0.7935025450229203,0
-0.07744228515625,0.059235889579792,0.8080527098370713,0.5927532697836476,-0.09254765625,0.7799164101796834,0
-0.091427685546875,0.0582068312168543,0.67574170359803,0.6156778428721323,-0.09365859375,0.7864992603290492,0
-0.091812060546875,0.0586797558875936,0.968683251539527,0.5972030456635408,-0.0927849609375,0.7836752772684684,0
-0.0926464355468749,0.0589628080769404,0.7806147264235688,0.5980787881215488,-0.092947265625,0.7875854428947676,0
-0.093312109375,0.059540149021904,0.7860835945700075,0.579687965032305,-0.09185107421875,0.7986965579883863,0
-0.094391748046875,0.0604430565590634,0.9208847600321456,0.5785909528936438,-0.092665625,0.7946887056372497,0
-0.0923529296875,0.0600435783411571,0.8189660213579235,0.5860541223795738,-0.0927355468749999,0.7871062519460909,0
-0.0158606933593749,0.0601874981982388,0.6532393762715443,0.5889619854589462,-0.092426123046875,0.8071516910282214,0
-0.092826416015625,0.0606811997521966,0.8368523599656434,0.5828324632080977,-0.0924520996093749,0.7950503641001678,0
-0.092206005859375,0.0614578591415107,1.109422963527849,0.5669474515877202,-0.09343740234375,0.7985754504207918,0
-0.0893546875,0.0602683320909691,0.8801095809486985,0.5760904629916144,-0.09289931640625,0.7955141081536562,0
-0.132762109375,0.0617545327429536,1.1719893006385096,0.5723013646224763,-0.093603564453125,0.7851548296258588,0
-0.084172607421875,0.0606402505112614,1.343884592933378,0.5764755872654459,-0.097586865234375,0.7927926100149083,0
-0.092835205078125,0.0598831556036887,0.8381013055284221,0.5779332628966597,-0.0930236328125,0.7928970647998079,0
-0.0949097167968749,0.0601688112154782,0.97141491078284,0.5781571058722705,-0.0924131835937499,0.8003833363625028,0
-0.0915506835937499,0.0600413844055046,1.0871577909685914,0.5841116521813581,-0.09261298828125,0.8028662346847811,0
-0.09354716796875,0.0612073777226465,0.8636268484760379,0.5787521023208846,-0.095088916015625,0.8026551816647879,0
-0.093512158203125,0.0605852886097615,1.4051391541853615,0.5842972395466296,-0.09432294921875,0.8028005512215323,0
-0.092761181640625,0.0607368744418339,1.465896154009231,0.5846420542545493,-0.09310166015625,0.7998690191267771,0
