mean_b1x,std_b1x,max_std_b1x,rms_b1x,kurtosis_b1x,flatness_b1x,crest_b1x,mean_b1y,std_b1y,max_std_b1y,rms_b1y,kurtosis_b1y,flatness_b1y,crest_b1y,time
-0.09459287109375,0.08112208481351546,0.08112208481351546,0.12461381908219489,1.0691627552880778,0.4214936965910694,5.7778503644534815,-0.093880126953125,0.07064816223878903,0.07064816223878903,0.11749315326627814,3.0658835930955872,0.707144561275182,5.966305103849782,0
-0.09490263671875,0.07951541832160738,0.07951541832160738,0.12381119580648291,1.1615516080690726,0.43298723232519015,5.282236357867046,-0.09389111328125,0.0695290951852261,0.07064816223878903,0.11683251358448447,2.0010160038230653,0.7188521587855865,4.9729307551006725,1
-0.09618681640625,0.08021689203402925,0.08021689203402925,0.125246370877438,0.9862855011841294,0.42594827455940387,4.974196023688761,-0.095862744140625,0.06946373026938908,0.07951541832160738,0.11838443959029994,1.9689512599196775,0.6963279463014569,4.637433786906091,2
-0.095612744140625,0.08082454644654682,0.08082454644654682,0.1251974606387471,1.034293509537969,0.436654051608401,4.776454705623049,-0.09530654296874999,0.0712653524863384,0.08021689203402925,0.11900456965031322,1.7453695120996802,0.7026169724866687,4.49562568540066,3
-0.095882373046875,0.08172865727368384,0.08172865727368384,0.12598810610870922,1.0948781059312997,0.4364473160061289,4.476613050388668,-0.095218505859375,0.07184606659021978,0.08082454644654682,0.11928294573231382,1.9704103978912242,0.7091319836817047,5.893549959586191,4
-0.09557329101562499,0.08131324281168492,0.08172865727368384,0.1254834547345162,0.8877725171466064,0.4390424444516312,5.3154417959815,-0.09483818359375,0.07078646426035078,0.08172865727368384,0.118342742024358,1.0375284236063091,0.7006003797304481,4.225016181364862,5
-0.095951806640625,0.08022926238371189,0.08172865727368384,0.12507391310834717,0.8999733665365781,0.43960000031758995,4.821149230996252,-0.0951931640625,0.07094270831753048,0.08172865727368384,0.11872070732461229,1.2941793131865538,0.7007951511830672,4.253680856358132,6
-0.095882080078125,0.0808126414536745,0.08172865727368384,0.12539559920040305,0.9381210258007902,0.4469066638215654,5.5504340219123325,-0.095117578125,0.07180527898035786,0.08172865727368384,0.11917781571170241,1.6677801564616006,0.7048519696335415,4.858286725111931,7
-0.09476796875,0.08124640057757342,0.08172865727368384,0.12482766323140276,0.9224247392182132,0.4281000169362944,5.006902987852851,-0.094828173828125,0.07143537915968903,0.08172865727368384,0.11872403272827968,1.5031285576925777,0.6918822969143381,4.506248547203912,8
-0.09535458984375,0.08103763321143738,0.08172865727368384,0.12513830668816506,0.6840056333647668,0.4270628915458934,4.451075092361612,-0.09566308593749999,0.07127983452019926,0.08172865727368384,0.11929895565474369,1.128121060730873,0.6984618505582453,4.300121465309756,9
-0.09508901367187501,0.08085373583236953,0.08172865727368384,0.12481685430718331,0.7326360747827265,0.42539425239235873,4.462538357433546,-0.095622021484375,0.07055950124700501,0.08172865727368384,0.1188369227512408,1.1422035321071844,0.7015120227237237,4.131712506792199,10
-0.0953294921875,0.07999905656997384,0.08172865727368384,0.12444903026063521,1.0712043925673154,0.43388475448458663,5.006065524940155,-0.095305078125,0.07028821312211704,0.08172865727368384,0.11842082089021551,1.367765721692348,0.6931365913769769,4.078674648335491,11
-0.09557792968750001,0.08005853620902993,0.08172865727368384,0.12467762374733186,0.8285647243164171,0.41831423488748715,5.518231574530818,-0.09527211914062501,0.07052151865743839,0.08172865727368384,0.11853295440212766,1.107648204905292,0.6790036984818797,4.656932772698119,12
-0.09571601562500001,0.08580673470108426,0.08580673470108426,0.12854707840782498,0.753217264302668,0.48689173682860376,4.574199641741581,-0.09517177734375,0.07817703319957801,0.08172865727368384,0.1231637760165555,1.0808748253392908,0.7428942215218652,4.855323694522143,13
-0.095774072265625,0.08282983180435033,0.08580673470108426,0.1266232757240079,0.9998469865609843,0.4231706324326579,4.841132062766361,-0.09507109375,0.07077693091385752,0.08580673470108426,0.11852378164911147,1.128984149409697,0.7021466995545573,4.345119543389635,14
-0.09572163085937499,0.08397073174576021,0.08580673470108426,0.12733308448434316,1.0271087500273195,0.4172958131527233,4.0680707775023945,-0.095920849609375,0.07268609020868462,0.08580673470108426,0.12034981138169422,1.9698055862905992,0.6772405814083358,4.4204473101560655,15
-0.094564599609375,0.08314437524862532,0.08580673470108426,0.12591842849545745,0.9371943777669687,0.4098439848839183,5.122363800968725,-0.095070263671875,0.07165901511869975,0.08580673470108426,0.11905196127079082,1.3040166323876035,0.6750445302796529,4.309042829064788,16
-0.09601630859375,0.08215099312564499,0.08580673470108426,0.12636422431804026,0.8243901710111503,0.4137640489648038,4.756092978400049,-0.09567958984375,0.07175339967329439,0.08580673470108426,0.11959571178492877,1.4066477494168828,0.6831637684677522,4.080413860302781,17
-0.095293115234375,0.08311305818510863,0.08580673470108426,0.12644587083789305,1.0541880614992998,0.4141607458183466,4.863741266715196,-0.094702685546875,0.07125172580568023,0.08580673470108426,0.11851332026434044,2.17191845779875,0.6923354971080327,4.8433374300855805,18
-0.09546318359375001,0.08409170154986895,0.08580673470108426,0.12721884173111406,0.8575085587420466,0.4265200946951242,4.511910281443917,-0.0957056640625,0.07383331024878538,0.08580673470108426,0.12087568753036114,1.3889078921789286,0.7000573261104042,4.260575559254992,19
-0.094581591796875,0.08368681841935253,0.08580673470108426,0.12628998805916633,0.9445600645425567,0.4099205462511867,4.67970588233106,-0.0952634765625,0.07216239494475993,0.08580673470108426,0.11950958627213759,1.1224483093665043,0.6729385750430029,4.66071398432963,20
-0.094910595703125,0.08551124038090592,0.08580673470108426,0.12775051235984583,1.072268647258638,0.4364100487105925,4.970625857149919,-0.09577880859374999,0.07349764957010906,0.08580673470108426,0.12072897194944034,0.9581837621242206,0.7142718309786649,4.323734324670689,21
-0.0947822265625,0.08273517992127001,0.08580673470108426,0.12581248137108655,1.0223873092710978,0.42001099552940885,4.951813947317742,-0.09408549804687501,0.07167955468070798,0.08580673470108426,0.11827949738628891,1.6238826681287488,0.6966703344573457,5.038912179796673,22
-0.09542309570312499,0.0834282540744838,0.08580673470108426,0.12675109771313373,0.8280086183428166,0.41074779942284884,4.433886649817682,-0.09515541992187501,0.07164175615873232,0.08580673470108426,0.11910959308979115,1.5207645090366375,0.6922756400502647,4.961816967626383,23
-0.09528730468749999,0.08227769869235704,0.08580673470108426,0.12589396386133353,0.9505254237511549,0.41226610191035795,4.1860624912920095,-0.094668212890625,0.07173733640784398,0.08580673470108426,0.11877843224591271,1.8503144178474544,0.6849342508545397,5.160869599043676,24
-0.09537524414062501,0.08492717849377225,0.08580673470108426,0.12770694124360224,1.2517555883798694,0.4156056784980288,5.8336688103656416,-0.09468134765625,0.0732263361929731,0.08580673470108426,0.11969400112892041,1.0483787282805883,0.7027690665801358,4.035289951413428,25
-0.096523095703125,0.08311948262814049,0.08580673470108426,0.12737957605709158,0.794689776289109,0.4072196236344383,4.506216913005998,-0.095546533203125,0.07293218223634033,0.08580673470108426,0.12020084530855274,2.0017382227749163,0.6807135020886704,6.339389694340035,26
-0.09548857421875,0.08289566794460838,0.08580673470108426,0.12645062107523436,0.9358947714208847,0.41094251585002545,4.286258109222937,-0.0945583984375,0.07187197145639423,0.08580673470108426,0.11877234945934913,1.1823528228763314,0.677305974021867,4.150797742438644,27
-0.095424951171875,0.08380052832387691,0.08580673470108426,0.1269978340504893,1.1179352098267232,0.41465680204025446,4.905595474583605,-0.09545639648437501,0.07238293183748276,0.08580673470108426,0.11979654607363217,1.6370754359832294,0.6863376499313475,4.691287173292713,28
-0.094576025390625,0.08352093546857717,0.08580673470108426,0.12617595349445304,1.1172514753200993,0.41719102644410333,5.769720615045753,-0.0952033203125,0.07197159656164212,0.08580673470108426,0.11934648260487718,1.2925364349301551,0.6946438892506723,4.3989566222753975,29
-0.09538544921875,0.08283817092205903,0.08580673470108426,0.12633505643476398,0.8404148883211477,0.41049159285550674,4.931331156856691,-0.094926611328125,0.07171772898811155,0.08580673470108426,0.11897266152126346,1.6739144518993099,0.6809460168900636,4.698558415456583,30
-0.0951837890625,0.08213447618760197,0.08580673470108426,0.12572201827407262,0.8499432639812996,0.4055522436486295,4.565628263687959,-0.09561738281250001,0.0705129420092977,0.08580673470108426,0.11880555074035366,1.3252265507696848,0.6775325427005291,3.9223756558178877,31
-0.09436435546875,0.08250366977500087,0.08580673470108426,0.1253454710365516,0.9806914247544096,0.4108777074714759,4.363939083530917,-0.09428916015625,0.07178504955440956,0.08580673470108426,0.11850543895745883,2.268999318616263,0.6800818806859431,5.189635221897057,32
-0.095138671875,0.08239646147657728,0.08580673470108426,0.1258592219505587,1.4627601645244432,0.4157788804877342,5.545878873096763,-0.095401806640625,0.07131455016401228,0.08580673470108426,0.11911032606533585,1.4610064459216332,0.6842359722773456,4.77708372394082,33
-0.094700634765625,0.08201438385888979,0.08580673470108426,0.12527796847317418,0.9322368494037163,0.4191201137896293,4.597775706455034,-0.0953587890625,0.0717270772732211,0.08580673470108426,0.11932339362264636,1.4798920443780235,0.6813306413653902,4.089726123137874,34
-0.09514970703125,0.08168741362557665,0.08580673470108426,0.12540454654026206,1.027860926823812,0.4186223949086648,5.661676706211359,-0.095222021484375,0.0708543205433769,0.08580673470108426,0.1186910616484425,1.3995766921616362,0.6945941920293349,4.566476973686353,35
-0.095093994140625,0.08186804600158204,0.08580673470108426,0.1254800568924575,1.0566069071344355,0.4133233603562689,4.510676947533499,-0.09445336914062501,0.07085291056080868,0.08580673470108426,0.11807444209884341,1.0897899031260305,0.6892085749029523,4.4632859629252675,36
-0.09572924804687499,0.08013729602915395,0.08580673470108426,0.12484420349573454,1.061495139195892,0.4188980857953589,4.461560764565498,-0.09558208007812499,0.07130022011088588,0.08580673470108426,0.1192461966685809,1.6286561017627958,0.6822054254990929,4.360726082067237,37
-0.096741455078125,0.08120048551506787,0.08580673470108426,0.1263029214963598,1.2458546238882269,0.43491688912607096,6.088536914976773,-0.095335595703125,0.07158466784476909,0.08580673470108426,0.11921929574744025,1.5906907370095134,0.6885074670027713,4.160400352060036,38
-0.09587705078125,0.08203137452784214,0.08580673470108426,0.12618064539951243,1.0689927780190542,0.4142579906556941,5.12756927143202,-0.095331005859375,0.0713916660131747,0.08580673470108426,0.1190998348206112,1.254796501224412,0.674246116718535,4.567596595069806,39
-0.09518466796875,0.08173557056384673,0.08580673470108426,0.1254624426341156,0.6992568438463032,0.41724887382743336,4.224371763154905,-0.09560244140625,0.07161218426668597,0.08580673470108426,0.11944928521461001,0.8898362487541265,0.6863908155754472,3.717058659683748,40
-0.095066943359375,0.0822567552853321,0.08580673470108426,0.12571355340521412,1.2189136967331082,0.42036246507488634,5.337531092110308,-0.095374609375,0.07124640273158471,0.08580673470108426,0.11904774678936599,1.669849094518761,0.6927100617983207,5.291994321527765,41
-0.095705517578125,0.08184268415701602,0.08580673470108426,0.1259276421002231,1.1483298772428352,0.415660879006951,4.8281694936851585,-0.09493227539062501,0.07161557838678789,0.08580673470108426,0.11891563386920842,1.6070267502040796,0.6861466145990125,4.330801453460967,42
-0.095668408203125,0.08090592143379939,0.08580673470108426,0.1252925075619922,1.23153841591059,0.4229343269636466,5.730590072552807,-0.09529697265625,0.07082332765999624,0.08580673470108426,0.11873271132371757,2.3569400365143967,0.6932781097359495,6.2072194914391705,43
-0.0943640625,0.08118017358626485,0.08580673470108426,0.12447809797309725,1.0337552476278784,0.41691151910349245,5.454774864464498,-0.09423974609375001,0.07061000215708134,0.08580673470108426,0.11775781141154715,1.4362975336678607,0.6937313807351837,4.704571130859822,44
-0.095318212890625,0.0838704128561772,0.08580673470108426,0.12696380531997348,0.6998765423390183,0.45626877554635686,5.017177914561053,-0.09563115234375,0.07432101563803457,0.08580673470108426,0.1211153609748264,1.2057556074756643,0.7255078980578353,4.095269138512435,45
-0.094605908203125,0.0810361513549432,0.08580673470108426,0.12456779557076289,1.1648556381774098,0.42736329070598483,5.643513211250886,-0.095427783203125,0.0714179952017732,0.08580673470108426,0.11919308640060934,2.3016661914032,0.6937239165928608,4.815715553088199,46
-0.09508564453124999,0.0794132830229491,0.08580673470108426,0.12388603358089341,0.7554289287522642,0.42900371143660615,4.21355002587238,-0.095164404296875,0.06930114856140766,0.08580673470108426,0.11772388473504167,1.118151738607609,0.6970545242257462,3.8989539041551367,47
-0.095874609375,0.0810853222971637,0.08580673470108426,0.12556580033927928,1.0317862903112562,0.4392732962146724,5.813684920794811,-0.09522133789062501,0.07139056093895606,0.08580673470108426,0.11901140861639851,1.745931528842342,0.7003527414617039,5.192779475385909,48
-0.095614208984375,0.08203298773908968,0.08580673470108426,0.12598209411304995,1.04567819599034,0.43262656488202145,5.32615372624207,-0.095299609375,0.0721381133811466,0.08580673470108426,0.11952373383231779,1.729355416997291,0.7042142425935005,4.392433060504392,49
-0.09497880859374999,0.08309461463062334,0.08580673470108426,0.12619702477673553,0.8217464410445898,0.4116725387085765,4.374112630441043,-0.09500498046875,0.0716554641433658,0.08580673470108426,0.11899769684942961,1.491634220772486,0.6835215655100371,4.495885333620761,50
-0.09502524414062499,0.08932747806438252,0.08932747806438252,0.13041930593791753,1.2938325951697385,0.4163851550883807,5.144943803944263,-0.09471435546875,0.07624363157943433,0.08580673470108426,0.12158906401597658,1.5294657596779837,0.7081143614933417,4.737268147111608,51
-0.095480908203125,0.09132553181067872,0.09132553181067872,0.13212477660074537,1.0211007575701592,0.4439012990072746,4.972572267693004,-0.09478095703125,0.07969554106894307,0.08932747806438252,0.12383379620293988,1.354421956091966,0.7322095468195181,4.49796434478342,52
-0.095079931640625,0.08653190009458768,0.09132553181067872,0.12856112606369635,0.8442756971353003,0.44458993092201315,4.402575003267877,-0.09545566406250001,0.0762077911296207,0.09132553181067872,0.1221450417760326,1.1618808661089641,0.7216080553153925,4.89581886669214,53
-0.09559965820312501,0.08883532391607407,0.09132553181067872,0.13050290963740283,1.3435051007032035,0.415254029758965,5.708684979284777,-0.0948716796875,0.07580835236175267,0.09132553181067872,0.12143945773319004,1.210652051473013,0.7083769160243203,4.183154383940904,54
-0.09536982421875,0.08897916137913825,0.09132553181067872,0.13043272032450293,1.250415279889828,0.42652298704762875,4.531071640073549,-0.09488857421875,0.07525234816673679,0.09132553181067872,0.12110638885655454,2.0758306937411826,0.7124152142674929,4.797434763645461,55
-0.09515488281250001,0.08805120267528656,0.09132553181067872,0.1296436115496055,1.388189998210935,0.4218938528267819,5.237435087499043,-0.09419116210937499,0.07519042446786235,0.09132553181067872,0.12052209320772635,1.997333269819224,0.7010480625032554,4.862179077739691,56
-0.094808837890625,0.08987439004713642,0.09132553181067872,0.1306373672748943,0.9688727382788556,0.4392882923548118,5.067462807995689,-0.09467685546875,0.07775756953879585,0.09132553181067872,0.12251508716085235,1.1755566944096554,0.7278355870129875,4.2035639196325825,57
