mean_b1x,std_b1x,kurtosis_b1x,flatness_b1x,crest_b1x,kurtosis_b1y,crest_b1y,time
-0.09459287109375,0.0811220848135154,1.0691627552880778,0.4214936965910694,5.7778503644534815,3.0658835930955872,5.966305103849782,0
-0.09490263671875,0.0795154183216073,1.1615516080690726,0.4329872323251901,5.282236357867046,2.0010160038230653,4.9729307551006725,1
-0.09618681640625,0.0802168920340292,0.9862855011841294,0.4259482745594038,4.974196023688761,1.9689512599196772,4.637433786906091,2
-0.095612744140625,0.0808245464465468,1.034293509537969,0.436654051608401,4.776454705623049,1.7453695120996802,4.49562568540066,3
-0.095882373046875,0.0817286572736838,1.0948781059312995,0.4364473160061289,4.476613050388668,1.970410397891224,5.893549959586191,4
-0.0955732910156249,0.0813132428116849,0.8877725171466064,0.4390424444516312,5.3154417959815,1.0375284236063091,4.225016181364862,5
-0.095951806640625,0.0802292623837118,0.8999733665365781,0.4396000003175899,4.821149230996252,1.2941793131865538,4.253680856358132,6
-0.095882080078125,0.0808126414536745,0.9381210258007902,0.4469066638215654,5.5504340219123325,1.6677801564616006,4.858286725111931,7
-0.09476796875,0.0812464005775734,0.9224247392182132,0.4281000169362944,5.006902987852851,1.5031285576925777,4.506248547203912,8
-0.09535458984375,0.0810376332114373,0.6840056333647668,0.4270628915458934,4.451075092361612,1.128121060730873,4.300121465309756,9
-0.095089013671875,0.0808537358323695,0.7326360747827265,0.4253942523923587,4.462538357433546,1.1422035321071844,4.131712506792199,10
-0.0953294921875,0.0799990565699738,1.0712043925673154,0.4338847544845866,5.006065524940155,1.367765721692348,4.078674648335491,11
-0.0955779296875,0.0800585362090299,0.8285647243164171,0.4183142348874871,5.518231574530818,1.107648204905292,4.656932772698119,12
-0.095716015625,0.0858067347010842,0.753217264302668,0.4868917368286037,4.574199641741581,1.0808748253392908,4.855323694522143,13
-0.095774072265625,0.0828298318043503,0.9998469865609844,0.4231706324326579,4.841132062766361,1.128984149409697,4.345119543389635,14
-0.0957216308593749,0.0839707317457602,1.0271087500273195,0.4172958131527233,4.0680707775023945,1.9698055862905992,4.4204473101560655,15
-0.094564599609375,0.0831443752486253,0.9371943777669688,0.4098439848839183,5.122363800968725,1.3040166323876037,4.309042829064788,16
-0.09601630859375,0.0821509931256449,0.8243901710111503,0.4137640489648038,4.756092978400049,1.4066477494168828,4.080413860302781,17
-0.095293115234375,0.0831130581851086,1.0541880614992998,0.4141607458183466,4.863741266715196,2.17191845779875,4.8433374300855805,18
-0.09546318359375,0.0840917015498689,0.8575085587420466,0.4265200946951242,4.511910281443917,1.3889078921789286,4.260575559254992,19
-0.094581591796875,0.0836868184193525,0.9445600645425568,0.4099205462511867,4.67970588233106,1.1224483093665043,4.66071398432963,20
-0.094910595703125,0.0855112403809059,1.072268647258638,0.4364100487105925,4.970625857149919,0.9581837621242206,4.323734324670689,21
-0.0947822265625,0.08273517992127,1.0223873092710978,0.4200109955294088,4.951813947317742,1.6238826681287488,5.038912179796673,22
-0.0954230957031249,0.0834282540744838,0.8280086183428166,0.4107477994228488,4.433886649817682,1.5207645090366375,4.961816967626383,23
