,mean_b1x,std_b1x,max_std_b1x,rms_b1x,kurtosis_b1x,flatness_b1x,crest_b1x,mean_b1y,std_b1y,max_std_b1y,rms_b1y,kurtosis_b1y,flatness_b1y,crest_b1y,time,cluster
0,-0.09459287109375,0.0811220848135166,0.0811220848135166,0.1246138190821948,1.0691627552880787,0.4214936965910691,5.7778503644534815,-0.093880126953125,0.0706481622387895,0.0706481622387895,0.1174931532662781,3.065883593095585,0.7071445612751829,5.966305103849782,0,early
1,-0.09490263671875,0.0795154183216095,0.0795154183216095,0.1238111958064829,1.1615516080690735,0.4329872323251915,5.282236357867046,-0.09389111328125,0.0695290951852267,0.0706481622387895,0.1168325135844844,2.0010160038230644,0.7188521587855862,4.9729307551006725,1,early
2,-0.09618681640625,0.0802168920340276,0.0802168920340276,0.125246370877438,0.9862855011841294,0.4259482745594036,4.974196023688761,-0.0958627441406249,0.0694637302693889,0.0795154183216095,0.1183844395902999,1.9689512599196772,0.6963279463014577,4.637433786906092,2,early
3,-0.095612744140625,0.0808245464465478,0.0808245464465478,0.1251974606387471,1.034293509537969,0.4366540516084016,4.776454705623049,-0.0953065429687499,0.0712653524863394,0.0802168920340276,0.1190045696503132,1.745369512099682,0.7026169724866683,4.49562568540066,3,early
4,-0.095882373046875,0.0817286572736851,0.0817286572736851,0.1259881061087092,1.094878105931298,0.4364473160061287,4.476613050388668,-0.095218505859375,0.07184606659022,0.0808245464465478,0.1192829457323138,1.9704103978912235,0.7091319836817057,5.89354995958619,4,early
5,-0.0955732910156249,0.0813132428116853,0.0817286572736851,0.1254834547345162,0.8877725171466064,0.439042444451631,5.3154417959815,-0.09483818359375,0.0707864642603511,0.0817286572736851,0.118342742024358,1.0375284236063091,0.7006003797304479,4.225016181364862,5,early
6,-0.095951806640625,0.0802292623837112,0.0817286572736851,0.1250739131083471,0.8999733665365781,0.4396000003175904,4.821149230996252,-0.0951931640625,0.0709427083175308,0.0817286572736851,0.1187207073246122,1.2941793131865538,0.7007951511830678,4.253680856358132,6,early
7,-0.095882080078125,0.0808126414536749,0.0817286572736851,0.125395599200403,0.9381210258007916,0.4469066638215652,5.5504340219123325,-0.0951175781249999,0.0718052789803584,0.0817286572736851,0.1191778157117024,1.6677801564616024,0.7048519696335422,4.858286725111932,7,early
8,-0.09476796875,0.0812464005775731,0.0817286572736851,0.1248276632314027,0.9224247392182132,0.428100016936295,5.006902987852851,-0.094828173828125,0.071435379159688,0.0817286572736851,0.1187240327282797,1.5031285576925777,0.6918822969143378,4.506248547203912,8,early
9,-0.09535458984375,0.0810376332114368,0.0817286572736851,0.125138306688165,0.6840056333647659,0.4270628915458939,4.451075092361612,-0.0956630859375,0.0712798345201984,0.0817286572736851,0.1192989556547436,1.128121060730873,0.6984618505582451,4.300121465309756,9,early
10,-0.0950890136718749,0.0808537358323694,0.0817286572736851,0.1248168543071833,0.7326360747827283,0.4253942523923583,4.462538357433545,-0.095622021484375,0.0705595012470049,0.0817286572736851,0.1188369227512408,1.1422035321071826,0.7015120227237234,4.131712506792198,10,early
11,-0.0953294921875,0.0799990565699746,0.0817286572736851,0.1244490302606352,1.0712043925673154,0.4338847544845864,5.006065524940155,-0.0953050781249999,0.0702882131221173,0.0817286572736851,0.1184208208902155,1.367765721692348,0.6931365913769765,4.078674648335491,11,early
12,-0.0955779296875,0.0800585362090279,0.0817286572736851,0.1246776237473318,0.8285647243164167,0.4183142348874877,5.518231574530818,-0.095272119140625,0.0705215186574375,0.0817286572736851,0.1185329544021276,1.107648204905292,0.6790036984818802,4.656932772698119,12,early
13,-0.095716015625,0.0858067347010829,0.0858067347010829,0.1285470784078249,0.7532172643026689,0.4868917368286036,4.574199641741581,-0.09517177734375,0.0781770331995769,0.0817286572736851,0.1231637760165555,1.08087482533929,0.742894221521866,4.855323694522143,13,suspect
14,-0.095774072265625,0.0828298318043521,0.0858067347010829,0.1266232757240079,0.9998469865609844,0.4231706324326584,4.841132062766361,-0.0950710937499999,0.0707769309138587,0.0858067347010829,0.1185237816491114,1.1289841494096962,0.7021466995545569,4.345119543389635,14,early
15,-0.0957216308593749,0.0839707317457606,0.0858067347010829,0.1273330844843431,1.0271087500273168,0.417295813152723,4.0680707775023945,-0.095920849609375,0.0726860902086841,0.0858067347010829,0.1203498113816942,1.9698055862905992,0.6772405814083354,4.420447310156065,15,early
16,-0.094564599609375,0.0831443752486255,0.0858067347010829,0.1259184284954574,0.9371943777669682,0.4098439848839181,5.122363800968726,-0.0950702636718749,0.0716590151187009,0.0858067347010829,0.1190519612707908,1.3040166323876017,0.6750445302796538,4.309042829064788,16,early
17,-0.09601630859375,0.0821509931256463,0.0858067347010829,0.1263642243180402,0.8243901710111494,0.4137640489648043,4.756092978400049,-0.09567958984375,0.071753399673294,0.0858067347010829,0.1195957117849287,1.4066477494168836,0.6831637684677518,4.080413860302781,17,early
18,-0.0952931152343749,0.0831130581851085,0.0858067347010829,0.126445870837893,1.0541880614993009,0.414160745818347,4.863741266715197,-0.094702685546875,0.0712517258056811,0.0858067347010829,0.1185133202643404,2.17191845779875,0.6923354971080335,4.8433374300855805,18,early
19,-0.09546318359375,0.0840917015498688,0.0858067347010829,0.127218841731114,0.8575085587420457,0.4265200946951247,4.511910281443917,-0.0957056640625,0.0738333102487853,0.0858067347010829,0.1208756875303611,1.3889078921789275,0.7000573261104025,4.260575559254992,19,early
20,-0.094581591796875,0.0836868184193524,0.0858067347010829,0.1262899880591663,0.9445600645425564,0.4099205462511863,4.67970588233106,-0.0952634765625,0.0721623949447579,0.0858067347010829,0.1195095862721375,1.1224483093665043,0.6729385750430025,4.66071398432963,20,early
21,-0.0949105957031249,0.0855112403809056,0.0858067347010829,0.1277505123598458,1.072268647258641,0.436410048710593,4.970625857149918,-0.0957788085937499,0.0734976495701089,0.0858067347010829,0.1207289719494403,0.9581837621242196,0.7142718309786659,4.32373432467069,21,early
22,-0.0947822265625,0.0827351799212696,0.0858067347010829,0.1258124813710865,1.022387309271097,0.4200109955294087,4.951813947317742,-0.094085498046875,0.0716795546807073,0.0858067347010829,0.1182794973862889,1.6238826681287488,0.6966703344573465,5.038912179796673,22,early
23,-0.0954230957031249,0.0834282540744827,0.0858067347010829,0.1267510977131337,0.8280086183428161,0.4107477994228486,4.433886649817682,-0.095155419921875,0.0716417561587326,0.0858067347010829,0.1191095930897911,1.5207645090366375,0.6922756400502642,4.961816967626383,23,early
24,-0.0952873046874999,0.0822776986923581,0.0858067347010829,0.1258939638613335,0.9505254237511548,0.4122661019103578,4.1860624912920095,-0.0946682128906249,0.0717373364078446,0.0858067347010829,0.1187784322459127,1.850314417847456,0.6849342508545393,5.160869599043676,24,early
25,-0.095375244140625,0.0849271784937731,0.0858067347010829,0.1277069412436022,1.2517555883798686,0.4156056784980285,5.8336688103656416,-0.09468134765625,0.0732263361929757,0.0858067347010829,0.1196940011289204,1.0483787282805883,0.7027690665801379,4.035289951413428,25,early
